node	source	licence	licence_receipt	texts
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 14896849-9567-4d97-97b1-2ff12c7abd9c	public domain	https://hdl.handle.net/20.500.14428/63543	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 30dc0bca-008b-497c-8b61-6c48d49c8210	public domain	https://hdl.handle.net/20.500.14428/72929	2
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 3d387622-19a1-49c5-8f63-093faf7374ae	public domain	https://hdl.handle.net/20.500.14428/42977	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 446de5b2-e300-416c-9c75-653828250467	public domain	https://hdl.handle.net/20.500.14428/63580	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 44deb1db-2253-4be4-b1c4-3c3b55facea2	public domain	https://hdl.handle.net/20.500.14428/36690	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 597baaff-f887-484e-9bf5-0e908226034b	public domain	https://hdl.handle.net/20.500.14428/62560	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 5f380e7a-5e6d-4bd5-8a03-45b7efa7babf	public domain	https://hdl.handle.net/20.500.14428/40975	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 82d0597a-18f2-400c-9ce9-327474ce2f30	public domain	https://hdl.handle.net/20.500.14428/43431	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 844a60fc-c1b5-437f-9c2d-587f0b4dfd07	public domain	https://hdl.handle.net/20.500.14428/42745	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 9289424c-31e9-40d9-89df-03aa48881e41	public domain	https://hdl.handle.net/20.500.14428/36694	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 9550514a-a9dc-4857-98eb-937575b6e991	public domain	https://hdl.handle.net/20.500.14428/37007	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): 96b47c22-be9b-4f6a-9ea0-2c21636e3c8c	public domain	https://hdl.handle.net/20.500.14428/36967	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): aeae0a74-55b9-4358-b5be-dde1676ad511	public domain	https://hdl.handle.net/20.500.14428/71709	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): b49b522f-25c2-4f49-bbf2-fdf06c2fae9f	public domain	https://hdl.handle.net/20.500.14428/59066	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): c0f1f7aa-0579-4054-a7d4-a21aaaf8db57	public domain	http://hdl.handle.net/20.500.14428/82794	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): c2066f3a-636d-4621-8188-8aaf63ca8cda	public domain	https://hdl.handle.net/20.500.14428/71700	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): d2111945-608b-401f-bc44-3f727c5e0fb3	public domain	https://hdl.handle.net/20.500.14428/36969	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): da4e1ef2-b895-435e-96e9-340912286810	public domain	https://hdl.handle.net/20.500.14428/43317	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): e6d96c14-a387-42c7-9930-15fce223e9ab	public domain	https://hdl.handle.net/20.500.14428/41550	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): e7d89913-4223-4d7c-b272-9c6f474777e9	public domain	https://hdl.handle.net/20.500.14428/36970	4
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): eacb63da-7127-4e6f-b822-0758d5320b00	public domain	https://hdl.handle.net/20.500.14428/43292	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): f1ec1043-1032-4160-9996-4d084795676c	public domain	https://hdl.handle.net/20.500.14428/40875	3
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): f3f643d6-87bb-42fe-88dc-6814b12bdaa7	public domain	https://hdl.handle.net/20.500.14428/71656	1
colonial-doctrina-quechua	Biblioteca Nacional del Peru (BNP Digital): fe5e9f63-9ff7-4a4d-841a-a564f35708c6	public domain	https://hdl.handle.net/20.500.14428/41303	3
colonial-doctrina-quechua	Internet Archive: chuscuevangelioc00unse	public domain	https://archive.org/details/chuscuevangelioc00unse	4
colonial-doctrina-quechua	Internet Archive: declaracioncopio01bell	public domain	https://archive.org/details/declaracioncopio01bell	8
colonial-doctrina-quechua	Internet Archive: directorioespiri00prad	public domain	https://archive.org/details/directorioespiri00prad	8
colonial-doctrina-quechua	Internet Archive: directorioespiri01prad	public domain	https://archive.org/details/directorioespiri01prad	8
colonial-doctrina-quechua	Internet Archive: ritualformulario00prez	public domain	https://archive.org/details/ritualformulario00prez	8
colonial-doctrina-quechua	Internet Archive: sermonesdelosmis00aven	public domain	https://archive.org/details/sermonesdelosmis00aven	8
colonial-doctrina-quechua	Internet Archive: tercerocatecismo00cath	public domain	https://archive.org/details/tercerocatecismo00cath	8
colonial-doctrina-quechua	Internet Archive: tratadodeloseuan00avil	public domain	https://archive.org/details/tratadodeloseuan00avil	8
kahnawake-mohawk	Internet Archive: Ayer_3A_566	public domain	https://archive.org/details/Ayer_3A_566	7
kahnawake-mohawk	Internet Archive: MOHNTC_DBS_HS	public domain	https://archive.org/details/MOHNTC_DBS_HS	7
kahnawake-mohawk	Internet Archive: MOHPOR_DBS_HS	public domain	https://archive.org/details/MOHPOR_DBS_HS	7
kahnawake-mohawk	Internet Archive: ayer_3a_565_no_02	public domain	https://archive.org/details/ayer_3a_565_no_02	8
kahnawake-mohawk	Internet Archive: bp_601469	public domain	https://archive.org/details/bp_601469	4
kahnawake-mohawk	Internet Archive: cihm_20883	public domain	https://archive.org/details/cihm_20883	2
kahnawake-mohawk	Internet Archive: cihm_42155	public domain	https://archive.org/details/cihm_42155	7
kahnawake-mohawk	Internet Archive: cihm_45010	public domain	https://archive.org/details/cihm_45010	8
kahnawake-mohawk	Internet Archive: cihm_45013	public domain	https://archive.org/details/cihm_45013	7
kahnawake-mohawk	Internet Archive: cihm_45016	public domain	https://archive.org/details/cihm_45016	6
kahnawake-mohawk	Internet Archive: cihm_45017	public domain	https://archive.org/details/cihm_45017	8
kahnawake-mohawk	Internet Archive: cihm_45020	public domain	https://archive.org/details/cihm_45020	7
kahnawake-mohawk	Internet Archive: cihm_45021	public domain	https://archive.org/details/cihm_45021	7
kahnawake-mohawk	Internet Archive: cihm_59494	public domain	https://archive.org/details/cihm_59494	7
kahnawake-mohawk	Internet Archive: holygospelstrans00onas	public domain	https://archive.org/details/holygospelstrans00onas	8
kahnawake-mohawk	Internet Archive: kaiatonseraiont00cuoq	public domain	https://archive.org/details/kaiatonseraiont00cuoq	7
kahnawake-mohawk	Internet Archive: kaiatonseraionte00marc	public domain	https://archive.org/details/kaiatonseraionte00marc	8
kahnawake-mohawk	Internet Archive: lettresdefeumjos00marc	public domain	https://archive.org/details/lettresdefeumjos00marc	5
kahnawake-mohawk	Internet Archive: nenekarighyoston00unse	public domain	https://archive.org/details/nenekarighyoston00unse	8
kahnawake-mohawk	Internet Archive: neroyadadokenght00unse	public domain	https://archive.org/details/neroyadadokenght00unse	8
kahnawake-mohawk	Internet Archive: primerforuseofmo00clau	public domain	https://archive.org/details/primerforuseofmo00clau	7
kahnawake-mohawk	Internet Archive: tsiataknihonon8e00cath	public domain	https://archive.org/details/tsiataknihonon8e00cath	7
varanasi-sanskrit	sa.wikisource.org: अथर्वपरिशिष्टः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अथर्ववेदः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अन्नपूर्णोपनिषत्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अर्थसंग्रहः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गनिघण्टु	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गसंग्रहः उत्तरस्थानम् अध्याय १६-२०	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गसंग्रहः उत्तरस्थानम् अध्याय २१-२५	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गसंग्रहः उत्तरस्थानम् अध्याय ३१-३५	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गसंग्रहः उत्तरस्थानम् अध्याय ४१-४५	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गसंग्रहः चिकित्सितस्थानम् अध्याय १६-२०	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गसंग्रहः निदानस्थानम् अध्याय ११-१६	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अष्टाङ्गहृदयम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: अहोरात्रव्रतचैत्यसेवानुशंसावदानम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: आपस्तम्ब गृह्यसूत्राणि, हरदत्तस्य अनुकूला, सुदर्शनसूरेः तात्पर्यदर्शनम् च	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: आपस्तम्ब-श्रौतसूत्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: आपस्तम्बीय श्रौतप्रयोगः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: आश्वलायन श्रौतसूत्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: उणादिकोशः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: उपदेशसाहस्री (गद्यप्रबन्धः)	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: उपायहृदयम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः खिलसूक्तानि	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १.११२	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १.११३	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १.११७	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १.३६	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १.६१	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १०.२७	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं १०.८५	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं ३.३१	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं ३.५३	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं ३.५४	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदः सूक्तं ८.१	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऋग्वेदादिभाष्यभूमिका (दयानन्दसरस्वतीविरचिता)	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ऐतरेय ब्राह्मणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कठारण्यकम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कथासरित्सागरः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कलसंकर्षिणीमततन्त्रटिप्पणी	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कल्पः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कामकलाविलासः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कामाख्यातन्त्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: काशिका	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: काशिकाविवरणपञ्जिका	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कुमारसम्भवम् - मल्लिनाथः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कुलानन्दादि	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कौटिलीय अर्थशास्त्रं १	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कौटिलीय अर्थशास्त्रं ४	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कौशिकसूत्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: कौषीतकिब्राह्मणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: क्षणभङ्गसिद्विः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: गीताभाष्यतात्पर्यचन्द्रिका	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: गुरु गीता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: गोपथ ब्राह्मणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: गौतमस्मृतिः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: चरकसंहिता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: चर्यापादः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: चाणक्यनीतिः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: चाणक्यनीतिदर्पणः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: चारायणीयशिक्षा	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: जयाख्यसंहिता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: जैमिनीयोपनिषद्ब्राह्मणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: ज्ञापकसंग्रहपरिशिष्टम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: टोडलतन्त्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: तन्त्रयुक्तिविचारः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: तन्त्रालोकः प्रथममाह्निकम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: तर्कसोपानम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: तैत्तिरीयब्राह्मणम् (विस्वरपाठः)	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: तैत्तिरीयसंहिता(विस्वरः)	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: दत्तात्रेयतन्त्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: दशकुमारचरितम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: देवीपूजा	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: नाट्यशास्त्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: नारदपुराणम्- पूर्वार्धः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: पञ्चक्रमः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: पञ्चपादिकाविवरणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: पञ्चरात्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: पञ्चविंशब्राह्मणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: पद्मपुराणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: परमेश्वरसंहिता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: परशम्भुमहिम्नस्तवः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: परात्रीशिकालघुवृत्तिः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: पैप्पलादसंहिता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: प्रकीर्णाऽधिकारः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: प्रवारणावस्तु	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: प्रश्नसंहिता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: फलदीपिका	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: बगलामुखीपञ्चाङ्गम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: बृहदारण्यक उपनिषद् 2	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: बोधिचर्यावतारः (पञ्जिकाव्याख्यासहितः)	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: बौधायनश्रौतसूत्रम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: भगवद्गीतारामानुजभाष्यम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: भविष्यपुराणम् 	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: भावनाक्रमः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: भावप्रकाशसंहिता	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: भेलसंहिता सिद्धिस्थानम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: मत्स्यपुराणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: मयमतम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: महाभारतम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: महाभारतम्-01-आदिपर्व-064	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: महाभाष्यम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: मानसोल्लासः	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
varanasi-sanskrit	sa.wikisource.org: मार्कण्डेयपुराणम्	CC-BY-SA-4.0	https://sa.wikisource.org/w/api.php?action=query&meta=siteinfo&siprop=rightsinfo&format=json	1
